136,MH529995/2018-19/115729020,8.01000 MAl,0.78000 N,0.23000 VL,105.00000 VL,11.40000 M,502.00000 H,9.30000 D,0.30000 D,4.90000 S,1.60000 S,11.60000 S,0.44000 D
137,MH529995/2018-19/115732395,7.43000 MAl,0.53000 N,0.35000 L,157.00000 L,5.20000 L,445.00000 H,6.50000 D,0.24000 D,4.60000 S,1.30000 S,18.20000 S,0.60000 S
138,MH529995/2018-19/115732476,8.10000 MAl,0.67000 N,0.26000 L,118.00000 VL,7.90000 L,338.00000 H,12.30000 S,0.38000 D,4.40000 D,1.80000 S,12.80000 S,0.30000 D
139,MH529995/2018-19/115732519,7.61000 MAl,0.42000 N,0.56000 M,249.00000 L,12.00000 M,320.00000 M,13.70000 S,0.52000 D,4.90000 S,1.40000 S,14.20000 S,0.42000 D
140,MH529995/2018-19/115732651,8.01000 MAl,0.70000 N,0.29000 L,131.00000 VL,7.60000 L,379.00000 H,12.10000 S,0.38000 D,5.00000 S,2.40000 S,15.80000 S,0.36000 D
141,MH529995/2018-19/115732776,7.07000 MAl,0.36000 N,0.38000 L,170.00000 L,9.50000 L,551.00000 H,11.50000 S,0.28000 D,5.80000 S,2.60000 S,10.60000 S,0.24000 D
142,MH529995/2018-19/115732866,8.00000 MAl,0.52000 N,0.18000 VL,79.00000 VL,12.20000 M,496.00000 H,15.50000 S,0.46000 D,4.00000 D,2.40000 S,19.20000 S,0.82000 S
143,MH529995/2018-19/115732986,8.10000 MAl,0.70000 N,0.23000 VL,105.00000 VL,8.20000 L,346.00000 H,6.90000 D,0.32000 D,5.10000 S,1.80000 S,11.60000 S,0.34000 D
144,MH529995/2018-19/115733048,7.32000 MAl,0.70000 N,0.35000 L,157.00000 L,13.10000 M,312.00000 M,9.70000 D,0.36000 D,3.80000 D,1.70000 S,14.40000 S,0.28000 D
145,MH529995/2018-19/115733136,7.57000 MAl,0.56000 N,0.32000 L,144.00000 L,6.30000 L,340.00000 H,14.70000 S,0.20000 D,4.60000 S,2.70000 S,20.20000 S,0.40000 D
146,MH529995/2018-19/115733186,8.00000 MAl,0.36000 N,0.23000 VL,105.00000 VL,15.00000 M,446.00000 H,10.60000 S,0.46000 D,5.90000 S,2.40000 S,9.80000 S,0.48000 D
147,MH529995/2018-19/115733240,7.29000 MAl,0.24000 N,0.41000 L,184.00000 L,19.60000 M,344.00000 H,10.90000 S,0.56000 D,5.30000 S,1.50000 S,5.40000 S,0.36000 D
148,MH529995/2018-19/115816479,7.61000 MAl,0.45000 N,0.41000 L,184.00000 L,15.00000 M,536.00000 H,12.40000 S,0.54000 D,3.90000 D,2.80000 S,13.20000 S,0.36000 D
149,MH529995/2018-19/115816691,7.33000 MAl,0.43000 N,0.50000 L,223.00000 L,7.90000 L,502.00000 H,13.80000 S,0.20000 D,4.50000 D,2.80000 S,18.80000 S,0.44000 D
150,MH529995/2018-19/115816917,8.06000 MAl,0.43000 N,0.20000 VL,92.00000 VL,4.60000 VL,551.00000 H,12.30000 S,0.26000 D,5.30000 S,1.80000 S,17.40000 S,0.24000 D
